seed	split_0	split_1	split_2	split_3	split_4	split_5	split_6	split_7	split_8	split_9
145	0.80600005	0.70500004	0.6803333	0.58525	0.52459997	0.46649998	0.42214286	0.386875	0.34744444	0.32389998
2	0.8290	0.7180	0.6353	0.5645	0.4894	0.4645	0.4130	0.3700	0.3268	0.2965
144	0.855	0.76500005	0.698	0.59725004	0.5466	0.5085	0.47914284	0.43112502	0.40222222	0.36749998
