seed	split_0	split_1	split_2	split_3	split_4	split_5	split_6	split_7	split_8	split_9
145	0.882	0.744	0.68366665	0.573	0.4572	0.42066666	0.37057143	0.30387503	0.26066667	0.23969999
2	0.88500005	0.79450005	0.66933334	0.56475	0.4626	0.43766665	0.36942858	0.34175003	0.28766668	0.282
