seed	split_0	split_1	split_2	split_3	split_4	split_5	split_6	split_7	split_8	split_9
145	0.86300004	0.768	0.71099997	0.61525005	0.5428	0.46716666	0.424	0.388875	0.3238889	0.30429998
2	0.897	0.827	0.7033333	0.61675	0.522	0.48033333	0.42328572	0.38425002	0.33944446	0.3141
144	0.873	0.7885	0.6933333	0.59175	0.5266	0.4795	0.4392857	0.38037503	0.3497778	0.3179
