seed	split_0	split_1	split_2	split_3	split_4	split_5	split_6	split_7	split_8	split_9
145	0.88100004	0.77300006	0.735	0.6405	0.5678	0.51916665	0.47085714	0.43575	0.3978889	0.3676
144	0.87000006	0.78550005	0.69633335	0.59800005	0.5442	0.51116663	0.47214285	0.42375	0.4021111	0.37129998
2	0.906	0.80350006	0.7086667	0.624	0.56259996	0.5491667	0.48285714	0.44050002	0.41455557	0.4044
